id;title;brand;normal_price;low_price;high_price;oferta;categoria1;categoria2;datetime;Atributos;sin_stock;page;ahorro;ahorro_percent;kilo
867;Galletas Cracker horneadas 107 g;Selz;0.0;430.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;-430.0;-0.656;1.0
868;Mermelada damasco sin azúcar 200 g;Cuisine & Co;939.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
869;Galletas surtidas 400 g;Dos En Uno;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
870;Gomitas Frugelé 430 g;Ambrosoli;2539.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
871;Galletas Grill Clásica 35g;Mckay;365.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
872;Galletas de Agua Line 210 g;Costa;0.0;747.0;879.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;132.0;0.201;1.0
873;Galletas Frac cappuccino bicolor 130 g;Costa;569.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
874;Cereal Chocapic Receta Original 330 g;Chocapic;0.0;1799.0;2589.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;790.0;1.205;1.0
875;Chocolate Relleno Capri Almendra 90g;Capri;1079.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
876;Cereal Cola Cao Pillows cacao 400 g;Pillows;2959.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
877;Chocolate blanco 100 g;Karina;1199.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
878;Cereal Máxima hojuelas chocolatadas 500 g;Máxima MP;1299.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
879;Galletas Gretel rellenas con chocolate 85 g;Costa;959.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
880;Compota Vivo 90 g2 5L  Mifrut2 5L  Pera;Vivo;489.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
881;Gran cereal Balls & roll 400 g;Costa;2449.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
882;Leche en polvo chocolate instantáneo bolsa 180 g;Cola Cao;0.0;903.0;1129.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;4;226.0;0.345;1.0
883;Galletas de arroz Mizos manzana 16 g;Mizos;419.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
884;Té Sabores Surtidos Supremo Caja 40 g2 5L  20 bolsas;Supremo;1619.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
885;Mermelada de Frutilla Watts 250 g2 5L  Con Trozos de Fruta;WattS;969.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
886;Endulzante líquido tradicional 270 ml;Daily;1429.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
887;Malva bañados en chocolate 250 g;Calaf;2069.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
888;Galletas de coco 125 g;Costa;0.0;599.0;689.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;90.0;0.137;1.0
889;Té Ceylán bolsa 250 g;Mildred Tea;2099.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
890;Té Supremo ceylan oro2 5L  50 bolsitas;Supremo;1299.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
891;Chocolate Relleno Capri Guinda 90g;Capri;1079.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
892;Bebida a base de cebada Ecco 170g;Ecco;2199.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
893;Galletas Donuts Orange bitter 100 g;Costa;949.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
894;Té Ceylán Canela Supremo Caja 40 g2 5L  20 Bolsas2 5L  Aromatizado;Supremo;1299.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
895;Pack 6 un. Galletas chocolate 36 g c/u;Oreo;1499.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
896;Chocolate con avellanas 100 g;Karina;1199.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
897;Bizcocho Chocman 33 g;Costa;209.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
898;Dulce de membrillo 250 g;Cuisine & Co;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
899;Chocolate de Leche Trencito Aireado Barra 105g;Trencito;0.0;1839.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;-1839.0;-2.805;1.0
900;Chocolate Relleno Capri Trufa 90g;Capri;1079.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
901;Dulce de leche 400 g;Soprole;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
902;Chocolate relleno menta 120 g;Orly;1079.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
903;Galletas Gran Cereal fibra de cacao 135 g;Costa;0.0;699.0;889.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;190.0;0.29;1.0
904;Café Nescafé Decaf Tarro 170g;Nescafé;5499.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
905;Cereales line berries 320 g;Vivo;2409.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
906;Galleta Grill Clásica 140g;Mckay;1229.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
907;Caramelo frugele duo ambrosoli 215 gr;Ambrosoli;1000.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
908;Barras de cereal frutilla 120 g;Quaker;1299.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
909;Chocolate amargo en polvo 150 g;Gourmet;1379.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
910;Galletas Donuts chocolate blanco 100 g;Costa;949.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
911;Chocolate dulce en polvo Gourmet 200 g;Gourmet;849.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
912;Té verde Supremo 50 bolsas2 5L  premium;Supremo;0.0;2149.0;2849.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;700.0;1.068;1.0
913;Chancaca 450 g;Iansa;1819.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
914;Galleta Agua Light Selz Pack 3 unid2 5L  600 g c/u2 5L  Bajo en sodio;Selz;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
915;Té negro yellow label 20 bolsitas;Lipton;1069.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
916;Cereal Chocapic 350g;Chocapic;0.0;1784.0;2549.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;765.0;1.167;1.0
917;Manjar alulosa doypack 400 g;Daily;3039.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
918;Galletas de chocolate 140 g;Costa;0.0;599.0;689.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;90.0;0.137;1.0
919;Dulce de leche 500 g;Soprole;1599.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
920;Mantequilla de maní cremosa 510 g;American Classic;2999.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
921;Hierba Menta Supremo Caja 20 g2 5L  20 Bolsitas;Supremo;919.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
922;Galletas Vino 160 g;Dos En Uno;599.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
923;Chocolate Bon o Bon Leche 105 g;Arcor;0.0;863.0;1439.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;576.0;0.879;1.0
924;Mermelada de Frambuesa Watts 250 g2 5L  Con Trozos de Fruta;WattS;969.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
925;Avena instantánea 450 g;Quaker;1379.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
926;Café grano molido Moka 250 g;Monterrey;2889.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
927;Cereal Cornflakes 500 g;KelloggS;3649.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
928;Mantequilla de maní original King 350 g;Mani King;2699.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
929;Chancaca 400 g;Deliciosa;2199.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
930;Barquillo para Helado Dulcono Roma 10 unid2 5L  30 g;Dulcono Roma;789.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
931;Chocolate con pasas y avellanas 100 g;Karina;1199.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
932;Té Ceylán Manzana y Canela Supremo 20 bolsitas2 5L  Caja 40 g;Supremo;1299.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
933;Compota Vivo 90 g2 5L  Mifrut2 5L  Durazno;Vivo;489.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
934;Galletas Selz Cracker 107 g2 5L  Sabor Orégano;Selz;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
935;Galletas de arroz Mizos 25 g2 5L  yoghurt y limón;Mizos;519.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
936;Cereal Vivo 360 g2 5L  Check Cacao;Vivo;2719.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
937;Saborizante para Leche Milo 300g;Milo;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
938;Mermelada de Damasco Watts 250 g2 5L  Con Trozos de Fruta;WattS;969.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
939;Chocolate relleno con Oreo y crema 100 g;Milka;0.0;1399.0;1629.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;230.0;0.351;1.0
940;Endulzante stevia 270 ml;Naturalist;0.0;2399.0;2999.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;600.0;0.915;1.0
941;Galletas Mckay Agua 205g;Mckay;979.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
942;Galletas Dos en Uno chocolate 35 g;Dos En Uno;190.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
943;Dulce de Membrillo Watts2 5L  250 g;WattS;799.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
944;Mermelada mora 0% azúcar 200 g;Regimel;1059.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
945;Cereal Rock & Choc 500 g;Cuisine & Co;2359.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
946;Té Negro Emblem Tea Ceylon Blend Original 100 bolsas;Emblem;2329.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
947;Galletas Triton Limón - White 126g;Mckay;0.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
948;Granola miel & almendras 370 g;Vivo;0.0;1799.0;2109.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;310.0;0.473;1.0
949;Chocolate Costanuss 120 g;Costa;1199.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
950;Gomitas Mogul Ositos 90 g;Arcor;719.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
951;Miel de abejas 450 g;Cuisine & Co;0.0;3399.0;4299.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;900.0;1.373;1.0
952;Galletas Gretel rellenas con frutilla 85 g;Costa;959.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
953;Galletas oblea mini Cua Cua cubierta de chocolate con vainilla 42 g;Cua Cua;479.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
954;Saborizante para Leche Milo 700g;Milo;6299.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
955;Café grano molido 250 g;Monterrey;2889.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
956;Gomitas Eucaliptus 90 g;Merello;619.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
957;Galletas chispas 142.5 g;Toddy;889.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
958;Granola avena2 5L  miel y almendras 342 g;Quaker;2179.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
959;Galletas de Soda Vivo 123 g;Vivo;0.0;747.0;879.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;132.0;0.201;1.0
960;Cereal Corn Flakes 480g;Corn Flakes;3149.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
961;Chocolate Nestlé Especialidades Bombón 251g;Nestlé;3599.0;0.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
962;Galletas chocolate crema chocolate 126 g;Oreo;0.0;699.0;0.0;0;supermercados;desayuno-y-dulces;2022-07-16 22:11:26.364649;1 un;1;6;-699.0;-1.066;1.0
963;Leche entera 1 L;Cuisine & Co;849.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
964;Mantequilla con sal 250 g;Colun;0.0;1990.0;2379.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;389.0;0.593;1.0
965;Leche en Polvo Nido Entera 1500g;Nido;12149.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
966;Leche semidescremada 1 L;Cuisine & Co;849.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
967;Yoghurt batido sabor frutilla 120 g;Soprole;229.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
968;Leche descremada 1 L;Cuisine & Co;849.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
969;Mantequilla con sal 250 g;Soprole;2459.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
970;Leche entera natural 1 L;Soprole;939.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
971;Huevos extra grandes blancos bandeja 20 un.;Cuisine & Co;4169.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
972;Huevos grandes blancos 12 un.;Cintazul;2479.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
973;Mantequilla con sal 250 g;Los Alerces;2259.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
974;Jalea frambuesa 100 g;Colun;245.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
975;Yoghurt Batido Nestlé Frutilla 115g;Nestlé;0.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
976;Leche semidescremada 1 L;Colun;999.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
977;Yoghurt Batido Nestlé Vainilla 115g;Nestlé;0.0;215.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;-215.0;-0.328;1.0
978;Margarina con sal 500 g;Qualy;1989.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
979;Yoghurt natural no endulzado 120 g;Colun;355.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
980;Yoghurt batido light frutilla 125 g;Colun;275.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
981;Huevos grandes blancos bandeja 12 un.;Cuisine & Co;2429.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
982;Leche semidescremada sabor chocolate 1 L;Colun;1439.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
983;Yoghurt batido sabor damasco 120 g;Soprole;229.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
984;Jalea limón 100 g;Colun;245.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
985;Yoghurt batido multipack tradicional 12 x 115 g;Nestlé;2589.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
986;Jalea guinda 100 g;Colun;245.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
987;Yoghurt batido light vainilla 125 g;Colun;275.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
988;Huevos grandes blancos Santa Marta 12 unid;Santa Marta;0.0;2050.0;2349.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;299.0;0.456;1.0
989;Leche semidescremada sin lactosa Loncoleche 1 L;Loncoleche;1159.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
990;Leche descremada sin lactosa 1 L;Surlat;1089.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
991;Postre Manjarate 80 g;Soprole;609.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
992;Leche descremada 1 L;Colun;999.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
993;Leche sin lactosa semidescremada 1 L;Cuisine & Co;989.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
994;Mantequilla con sal 125 g;Colun;1269.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
995;Yoghurt sin azúcar frutilla 120 g;Soprole;305.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
996;Leche semidescremada natural 1 L;Soprole;939.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
997;Yoghurt con cereal Zucaritas 140 g;Soprole;0.0;615.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;-615.0;-0.938;1.0
998;Pack 6 un. Leche semidescremada chocolate 200 ml;Soprole;2670.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
999;Mantequilla Los Alerces 125 g;Los Alerces;1189.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
1000;Yoghurt Batido Nestlé Damasco 115g;Nestlé;0.0;215.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;-215.0;-0.328;1.0
1001;Yoghurt batido light frambuesa 125 g;Colun;275.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
1002;Yoghurt batido natural 155 g;Soprole;0.0;369.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;1;-369.0;-0.563;1.0
1003;Jalea Nestlé Frambuesa 110g;Nestlé;315.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1004;Yoghurt light sin lactosa sabor chirimoya 125 g;Colun;315.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1005;Yoghurt con cereal Choco Krispis 140 g;1+1 Soprole;0.0;615.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;-615.0;-0.938;1.0
1006;Yoghurt con mini galletas 140 g;Soprole;0.0;615.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;-615.0;-0.938;1.0
1007;Pack 6 un. Yoghurt batido con bombilla frutilla 115 g;Soprole;2089.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1008;Pack 12 un. Probiótico defensas con bombilla sabor frutilla 80 ml;Soprole;3649.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1009;Yoghurt batido frutilla 125 g;Colun;245.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1010;Jalea Nestlé Piña 110g;Nestlé;315.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1011;Yoghurt batido semidescremado vainilla 120 g;Calan;209.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1012;Yoghurt batido multipack berries 12 x 115 g;Nestlé;2589.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1013;Yoghurt batido vainilla 125 g;Colun;245.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1014;Leche descremada sin lactosa 1 L;Colun;1189.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1015;Yoghurt batido semidescremado frutilla 120 g;Calan;209.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1016;Yoghurt griego natural 110 g;Oikos;349.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1017;Leche semidescremada chocolate Receta original 1 L;Colun;1439.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
1018;Pack 12 un. Leche entera 1 L;Cuisine & Co;10188.0;0.0;0.0;0;lacteos;lacteos;2022-07-16 22:11:26.364649;1 un;1;2;0.0;0.0;1.0
