id;title;brand;normal_price;low_price;high_price;oferta;categoria1;categoria2;datetime;Atributos;sin_stock;page;ahorro;ahorro_percent;kilo
129;Shampoo Vitaminados Brillo 350 ml;Fructis;0.0;2989.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;-2989.0;-4.56;1.0
130;Cepillo dental plus suave 2 un.;Dento;1990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
131;Desodorante Protection 5 spray 150 ml;BiO;0.0;1949.0;2599.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;650.0;0.992;1.0
132;Jabón Giselle líquido suavidad 750 ml;Giselle;1569.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
133;Bálsamo carbón frasco 750 ml;Ballerina;1530.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
134;Acondicionador Granada Uva 750 ml;Familand;1659.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
135;Acondicionador Pro-V restauración 300 ml;Pantene;0.0;1990.0;2739.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;749.0;1.143;1.0
136;Enjuague Bucal Menta Fresca 500 cc;Oral Fresh;0.0;2393.0;3190.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;797.0;1.216;1.0
137;Cepillo dental Tonny Dento 3+ extra suave 2 un.;Dento;2399.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
138;Shampoo Pro-V Rizos Definidos 300 ml;Pantene;0.0;1990.0;2889.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;899.0;1.371;1.0
139;Acondicionador Manzanilla 750 ml;Familand;1659.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
140;Pañal adulto Pants G-XG 16 un.;Cotidian;0.0;13899.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;-13899.0;-21.203;1.0
141;Cepillo dental doble acción 6M 2 un.;Duralón;1699.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
142;Acondicionador Smooth Rose Hips 400 ml;Herbal Essences;0.0;4599.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;-4599.0;-7.016;1.0
143;Cepillo dental Oral-B Indicator Extra Soft 2 un.;Oral-B;3290.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
144;Toallas higiénicas Kotex Ultrafina suave 24 un.;Kotex;0.0;2759.0;3090.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;331.0;0.505;1.0
145;Cepillo dental Limpieza Profunda 2 un.;Oral-B;1899.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
146;Crema Tratamiento Oil Repair 3 aceites 300 g;Fructis;0.0;2499.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;-2499.0;-3.812;1.0
147;Talco para pies 220 g + talco 80 g;Brooks;4769.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
148;Pack hilo dental 2 un. 50 m c/u;Colgate;4290.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
149;Jabón íntimo Sensitiv 200 ml;Nosotras;3639.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
150;Desodorante crema Rexona Clean 48 g;Rexona Men Clinical;0.0;4504.0;5299.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;795.0;1.213;1.0
151;Pañal Plenitud Protect G 22 un.;Plenitud;16799.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
152;Desodorante barra hipoalergénico 50 g;Speed Stick;2999.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
153;Máquinas de afeitar Venus Simply3 2 un.;Gillette;3499.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
154;Pañales para adultos Tena Pants G 16 unid.;Tena;11950.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
155;Jabón líquido karité 500 ml;Ballerina;1390.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
156;Shampoo Protección Caída con cafeína 375 ml;Head & Shoulders;4159.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
157;Jabón en barra blanco exfoliante 90 g;Dove;1739.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
158;Shampoo Essences agua de coco jazmín 400 ml;Herbal;0.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
159;Jabón barra frutos rojos 3 un. 90 g c/u;Le Sancy;2179.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
160;Pasta dental anticaries NeutrAzúcar 90 g;Colgate;1890.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;4;0.0;0.0;1.0
161;Desodorante aerosol Rexona Women Powder Dry 150 ml;Rexona;0.0;2289.0;2949.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;660.0;1.007;1.0
162;Desodorante Go Fresh pepino spray 150 ml;Dove;0.0;3459.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-3459.0;-5.277;1.0
163;Shampoo Classic Shine 400 ml;Herbal Essences;0.0;4599.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-4599.0;-7.016;1.0
164;Shampoo Reconstrucción Completa 400 ml;Dove;0.0;2690.0;3849.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;1159.0;1.768;1.0
165;Acondicionador Pro-V rizos definidos 300 ml;Pantene;0.0;1990.0;2889.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;899.0;1.371;1.0
166;Pasta dental Sensibilidad & Encías Blanqueador 100 g;Sensodyne;0.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
167;Desodorante Musk aerosol 150 ml;Axe;0.0;2179.0;2769.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;590.0;0.9;1.0
168;Toallas higiénicas Kotex normal con alas 32 un.;Kotex;0.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
169;Pasta dental Luminous White Brilliant 90 g;Colgate;0.0;2690.0;2890.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;200.0;0.305;1.0
170;Toallas higiénicas Nosotras Sensitiv ultra invisible 24 un.;Nosotras;0.0;2719.0;3399.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;680.0;1.037;1.0
171;Agua Micelar 400 ml Skin Active;Garnier;4990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
172;Crema dental active white 160 g;Aquafresh;3179.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
173;Super acondicionador 1 min regeneración extrema 170 ml;Dove;0.0;2690.0;3150.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;460.0;0.702;1.0
174;Jabón espuma vainilla 300 ml;Family Care;1990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
175;Crema para peinar Rizos Definidos 300 ml;Sedal;0.0;2490.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-2490.0;-3.798;1.0
176;Pasta dental Kids Fresantástico 3 un. 50 g c/u;Colgate;3490.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
177;Desodorante Invisible Dry spray 150 ml;Dove;0.0;3459.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-3459.0;-5.277;1.0
178;Toallas higiénicas Ladysoft nocturna ultradelgada 16 un.;Ladysoft;2670.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
179;Acondicionador Reparación Total 5 370 ml;Elvive;0.0;3989.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-3989.0;-6.085;1.0
180;Protectores diarios cortos normal 100 un.;Nosotras;2989.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
181;Shampoo granada sin sal 750 ml;Ballerina;1559.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
182;Jabón líquido blanco 750 ml;Simonds;1989.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
183;Cepillo dental Kids Mickey;Oral-B;2359.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
184;Desodorante Dermo Aclarant barra 50 g;Dove;3249.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
185;Pasta dental Kids Fresantástico 50 g;Colgate;1399.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
186;Acondicionador anti esponjado 600 ml;Vanart;0.0;2690.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-2690.0;-4.104;1.0
187;Acondicionador Manzana y Papaya 750 ml;Familand;1659.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
188;Jabón líquido Creme Soft 250 ml;Nivea;1699.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
189;Pasta dental Natural Extracts carbón 90 g;Colgate;2599.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
190;Shampoo largo increíble 750 ml;Ballerina;1559.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
191;Acondicionador Hidratación Intensa 400 ml;Dove;0.0;2690.0;3849.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;1159.0;1.768;1.0
192;Desodorante spray Stress Protect 150 ml;Nivea For Men;0.0;2669.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-2669.0;-4.072;1.0
193;Shampoo cherry cerezo 750 ml;Familand;1659.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
194;Desodorante roll on invisible Black & White clear 50 ml;Nivea;2999.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
195;Máquina de afeitar piel sensible 3 unid.;Schick;2099.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
196;Shampoo anti esponjado 600 ml;Vanart;0.0;2690.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;-2690.0;-4.104;1.0
197;Shampoo Control Grasa 375 ml;Head & Shoulders;4159.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
198;Jabón líquido PH5 1 L;Ballerina;1990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
199;Pasta dental Luminous White brilliant 125 ml;Colgate;5390.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
200;Cepillo dental Twister Fresh medio 2 un.;Colgate;2390.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;5;0.0;0.0;1.0
201;Crema para peinar Control y definición Rizos M 300 ml;Fructis;2579.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
202;Cepillo de dientes minipep ultrasuave 2-6 años;Pepsodent;2619.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
203;Pack 2 un. Jabón barra almendras o Frutos rojos 150 g;Le Sancy;2699.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
204;Shampoo Hidra Hialurónico 680 ml;Elvive;5589.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
205;Desodorante masculino fresh barra 50 g 2 un.;Old Spice;4459.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
206;Shampoo Fuerza Extrema 400 ml;Dove Men;0.0;2690.0;3699.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;1009.0;1.539;1.0
207;Pack 2 un. Desodorante spray Sensitive protect 150 ml;Nivea;4899.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
208;Acondicionador Color Vive 370 ml;Elvive;0.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
209;Desodorante Olorblock spray 150 ml;BiO;0.0;1949.0;2599.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;650.0;0.992;1.0
210;Gel Style Tarro Extra Fuerte 600 g;Fructis;3999.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
211;Shampoo limpieza renovadora 1 L;Head & Shoulders;7990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
212;Shampoo Familand bambú cannabis 750 ml;Familand;1659.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
213;Toallas higiénicas Ladysoft nocturna tela ultraseca 8 un.;Ladysoft;1729.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
214;Desodorante aerosol Rexona Men Invisible 150 ml;Rexona Men;0.0;2289.0;2949.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;660.0;1.007;1.0
215;Jabón barra aloe 3 un. 90 g c/u;Protex;0.0;1990.0;2599.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;609.0;0.929;1.0
216;Jabón líquido aceite de almendras 750 ml;Le Sancy;1990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
217;Colonia Splash 1 L;Bellekiss;4349.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
218;Pañales para adultos Tena Pants M 16 unid.;Tena;11950.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
219;Complete 4 en 1 pasta dental 66 ml;Oral-B;2859.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
220;Desodorante barra Invisible Dry 50 g;Dove Men;3199.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
221;Jabón alcohol gel 250 ml;Family Care;1990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
222;Pasta dental 3DWhite 2 un. 100 g;Oral-B;3899.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
223;Enjuague bucal Oral Fresh menta fuerte 500 ml;Oral-B;0.0;2393.0;3190.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;797.0;1.216;1.0
224;Acondicionador Dream Long 370 ml;Elvive;3989.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
225;Pañal adulto Tena Pants nocturno M 8 unid.;Tena;8199.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
226;Cepillo dental 7 Beneficios 2 un.;Oral-B;3999.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
227;Pañal adulto Pants P-M 16 un.;Cotidian;0.0;13899.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;-13899.0;-21.203;1.0
228;Enjuague bucal Cool Mint Zero alcohol 500 ml + 250 ml;Listerine;6869.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
229;Desodorante roll on invisible b&w 50 ml;Nivea;2999.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
230;Jabón alcohol gel 60 ml;Family Care;990.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
231;Cepillo dental doble acción 6N 2 un.;Duralón;1699.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
232;Tintura máximo brillo 8/1 rubio claro ceniza;Ilicit;2390.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
233;Desodorante spray Fresh ice 150 ml;Nivea;0.0;2669.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;-2669.0;-4.072;1.0
234;Shampoo Rizos Definidos 340 ml;Sedal;0.0;2899.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;-2899.0;-4.422;1.0
235;Pack 2 un. Shampoo limpieza renovadora 375 ml;Head & Shoulders;0.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
236;Bálsamo cherry cerezo 750 ml;Familand;1659.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
237;Desodorante crema Rexona Classic 48 g;Rexona Clinical;0.0;4504.0;5299.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;795.0;1.213;1.0
238;Acondicionador manzanilla 750 ml;Ballerina;1559.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
239;Shampoo Dream Long 370 ml;Elvive;3989.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
240;Jabón en barra Afrecho 100 g;Trianon;1595.0;0.0;0.0;0;supermercados;belleza-y-cuidado-personal;2022-07-16 22:11:26.364649;1 un;1;6;0.0;0.0;1.0
241;Pack 24 un. Cerveza lager 5.2° 330 cc;Stella Artois;0.0;12490.0;21990.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;9500.0;14.492;1.0
242;Vino Diablo Red Ensamblaje 750 cc;Concha Y Toro;7850.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
243;Pack 6 un. Cerveza rubia botella 330 cc;Corona;6290.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
244;Pack 6 un. Cerveza Lager lata 354 cc;Budweiser;0.0;2990.0;5150.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;2160.0;3.295;1.0
245;Pack 18 un. Cerveza Lager 4.6° 330 cc c/u;Corona;0.0;12990.0;19750.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;6760.0;10.312;1.0
246;Pack 6 un. cerveza maracuyá 350 cc;Stones;0.0;4940.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;-4940.0;-7.536;1.0
247;Pisco Añejado en Roble 35° botella 1 L;Mistral;8150.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
248;Pack 6 un. Cerveza 350 cc;Royal Guard;0.0;5440.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;-5440.0;-8.299;1.0
249;Vino Varietal Cabernet Sauvignon 750 cc;Misiones De Rengo;0.0;2690.0;3050.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;360.0;0.549;1.0
250;Pack 6 un. Cerveza Golden Lager lata 473 cc;Cusqueña;0.0;3490.0;5790.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;2300.0;3.509;1.0
251;Pack 6 un. Cerveza limón lata 350 cc;Stones;0.0;4940.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;-4940.0;-7.536;1.0
252;Vino Varietal Carménère 750 cc;Misiones De Rengo;0.0;2690.0;3050.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;360.0;0.549;1.0
253;Vino Oveja Negra Carménère Merlot 14° 750 cc;Oveja Negra;4750.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
254;Vino Diablo Black Cabernet Sauvignon 750 cc;Casillero Del Diablo;7850.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
255;Vino Orgánico Las Mulas Reserva Carménère 13.5° botella 750 cc;Mulas;6199.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
256;Vino Selección Dulce botella 750 cc;Gato;2150.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
257;Pack 6 un. Cerveza lata 470 cc;Royal Guard;0.0;3690.0;6820.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;3130.0;4.775;1.0
258;Pack 6 un. Cerveza cero sin alcohol 350 cc;Cristal;0.0;2790.0;4450.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;1660.0;2.532;1.0
259;Vino Varietal Merlot 750 cc;Misiones De Rengo;0.0;2690.0;3050.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;360.0;0.549;1.0
260;Vino Reserva Ensamblaje Red Blend 13° 750 cc;Casillero Del Diablo;0.0;4590.0;5490.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;900.0;1.373;1.0
261;Vino Miguel Torres Gran Reserva Carménère 750 cc;Viña Miguel Torres;9690.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
262;Vino Syrah/Cabernet Sauvignon Toro de Piedra 750 cc;Toro De Piedra;9990.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
263;Pack 6 un. Cerveza cero Radler 350 cc;Cristal;0.0;2790.0;4640.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;1850.0;2.822;1.0
264;Vino Pinot 13.5° botella 750 cc;Undurraga;3280.0;0.0;0.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;0.0;0.0;1.0
265;Pack 6 un. Cerveza 330 cc;Sol;0.0;4390.0;6430.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;2040.0;3.112;1.0
266;Vino Carménère 750 cc;Doña Dominga;0.0;2990.0;3950.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;960.0;1.464;1.0
267;Vino Carménère botella 750 cc;Castillo De Molina;0.0;6390.0;7690.0;0;supermercados;vinos-cervezas-y-licores;2022-07-16 22:11:26.364649;1 un;1;1;1300.0;1.983;1.0
